ID,Lloc,Data,Hora,P.1,P.1.1,P.1.2,P.2,P.3,P.4,P.5,P.6.1,P.6.2,P.7.1,P.7.2,P.7.3,P.8.1,P.8.2,P.8.3,P.8.4,P.8.5,P.8.6,P.8.7,P.8.8,P.8.9,P.8.10,P.8.11,P.8.12,P.8.13,P.9.1,P.9.2,P.9.3,P.9.4,P.9.5,P.9.6,P.9.7,P.9.8,P.9.9,P.9.10,P.9.11,P.9.12,P.9.13,P.9.14,P.9.15,P.9.16,P.9.17,P.9.18,P.9.19,P.9.20,P.9.21,P.9.22,P.10,P.11,P.12,P.12.1,P.12.2,P.13.1,P.13.2,P.13.3,P.13.4,P.13.5,P.13.6,P.13.7,P.13.8,P.13.9,P.13.10,P.13.11,P.13.12,P.13.13,P.13.14,P.14,P.15,P.16,P.17.1,P.17.2,Observacions
25.0,1,NA,NA,NA,9,144,2,1,1,18,3,4,"sida, sifilis, palil·lioma","clamidia, candidiasis vaginal",enbaràs,4,3,4,4,4,3,2,4,3,4,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,1,2,2,1,2,1,1,1,1,2,4,1,1,1,4,4,
26.0,1,NA,NA,NA,9,144,2,1,1,18,3,4,"sida, papiloma, sifilis","clamidies, fongs, candidiasis",embaràs no desitjat,4,3,4,4,4,3,1,4,3,4,1,4,1,4,3,1,3,1,1,3,4,2,1,4,3,1,4,1,3,1,3,4,3,3,3,17,1,1,1,15,1,1,2,1,2,1,1,2,1,1,1,2,2,7,4,1,1,4,4,
27.0,1,NA,NA,NA,9,144,2,1,4,22,3,NA,"sida, sifilis, hepatitis","gonorrea, candidiasis esofágica",irritació,4,3,3,4,3,2,1,4,1,3,1,3,2,2,2,1,2,1,1,3,1,3,3,3,1,NA,1,3,1,3,3,3,3,3,3,18,1,1,1,12,1,1,1,1,1,1,1,2,2,2,1,2,2,4,4,1,1,3,4,
28.0,1,NA,NA,NA,9,144,2,1,5,23,3,5,sida,candidiasi,embaràs,4,3,3,3,3,2,1,3,1,3,1,2,1,3,2,1,2,1,1,1,3,1,1,3,2,1,3,3,3,1,3,4,4,3,3,18,1,1,1,60,1,1,2,2,2,2,1,2,1,1,1,2,2,7,4,2,1,3,3,
29.0,1,NA,NA,NA,9,144,2,1,2,18,3,5,"sida, sifilis, gonorrea, peritonitis","infeccions, herpes",embarassos,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,NA,1,2,NA,NA,2,1,2,2,2,1,1,2,1,1,1,1,7,6,1,1,1,4,4,
30.0,1,NA,NA,NA,9,144,2,1,2,19,3,5,"sida, sifilis",herpes,embarassos,4,4,4,3,3,2,1,3,2,3,1,3,1,3,2,1,1,1,1,2,4,2,1,4,3,1,4,4,4,1,4,4,4,4,1,17,2,2,NA,NA,1,1,2,1,2,1,1,2,2,1,1,1,2,6,4,1,1,4,3,
31.0,1,NA,NA,NA,9,144,1,1,2,19,3,4,"sida, gonorrea","herpes, clamidias",embarazo no deseado,3,3,4,4,4,3,2,4,2,4,1,4,1,3,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,3,3,3,3,19,2,2,NA,NA,1,1,2,2,2,1,1,2,1,1,1,1,11,7,3,2,1,3,2,
32.0,1,NA,NA,NA,9,32,2,1,5,21,1,NA,"sida, hepatitis","herpes, candidiosis","lesiones, problemas psicologicos o sociales",4,4,3,4,3,2,2,2,1,2,1,2,1,3,3,1,3,1,1,2,3,2,1,3,3,1,3,1,3,3,3,4,4,3,1,20,1,1,1,28,1,1,1,1,2,1,1,2,1,1,1,1,11,10,NA,NA,NA,4,4,
33.0,1,NA,NA,NA,9,144,1,2,5,22,3,4,sida,"infecciones, hongos",embarazo no deseado,4,4,4,4,4,4,1,4,1,4,1,4,1,4,3,1,2,NA,2,2,4,2,1,4,4,1,4,3,3,1,3,3,3,3,3,18,1,1,2,60,1,1,2,1,1,1,1,2,1,1,1,2,7,7,4,1,1,3,3,
34.0,1,NA,NA,NA,9,35,1,1,4,22,3,4,"sida, epatitis, sifilis",hongos,embarazo no deseado,4,4,4,3,3,2,1,3,1,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,3,3,1,17,1,2,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2,1,3,3,
35.0,1,NA,NA,NA,9,144,2,1,4,21,3,4,"sida, hepatitis","gonorrea, sifilis",98,4,4,4,4,4,3,2,4,2,4,1,4,1,2,2,1,1,1,1,1,2,2,1,2,1,1,3,1,3,2,3,3,3,3,2,16,1,1,1,24,1,1,1,1,1,2,1,2,2,1,1,1,2,10,3,1,1,3,4,
36.0,1,NA,NA,NA,9,144,2,1,2,20,4,5,"sida, sifilis, gonorrea","candidiosis, herpes, hepatitis a y c",embarazo no deseado y miedo por estar embarazada,4,4,4,3,3,2,1,3,1,3,1,3,1,2,2,1,NA,1,1,1,3,1,1,3,2,1,2,3,3,1,3,2,3,2,1,17,1,2,NA,NA,1,1,2,1,1,1,2,NA,1,1,1,1,4,6,2,2,1,2,2,
37.0,1,NA,NA,NA,9,142,2,1,1,18,3,5,"sida, gonorrea, sifilis","hongos, herpes, ladillas","embarazo no deseado, inmadurez, nerviosismo",4,3,4,4,4,3,1,4,1,4,1,4,1,3,3,1,2,1,1,2,3,1,1,4,2,1,3,1,3,1,3,3,3,3,1,16,1,1,1,36,1,1,1,1,2,1,1,2,2,1,1,2,3,3,3,1,1,3,2,
38.0,1,NA,NA,NA,9,144,1,2,1,18,3,5,"clamidia, sifilis, hepatitis, sida, gonorrea","sequedad vaginal, picores, vomitos, ladillas","embarazo ectopicos, embarazos, descontrol hormonal",4,3,4,3,4,3,3,3,2,4,2,3,2,3,3,1,1,1,1,3,4,4,1,3,3,1,4,3,4,1,4,4,4,3,1,18,1,1,2,11,2,1,2,1,2,1,1,2,2,1,1,1,4,6,4,1,1,4,3,
39.0,1,NA,NA,NA,9,144,1,2,1,18,5,6,"clamidia, sifilis, gonorrea, sida , hepatitis","sequedad vaginal, escozor",preocupación por embarazo,4,3,3,3,3,1,1,2,1,1,1,1,1,1,NA,3,2,4,NA,NA,3,1,3,2,NA,3,1,3,4,3,4,3,NA,2,1,16,4,2,NA,NA,1,2,NA,2,1,2,2,1,2,2,1,2,8,11,3,5,1,2,2,
40.0,1,NA,NA,NA,9,144,1,1,5,25,3,4,"hepatitis, sifilis, sida","gonorrea, candidiosis, herpes bacterianos","tanstornos mentales, problemas familiares",4,4,4,4,4,2,2,4,2,3,1,3,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,3,1,3,2,2,14,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,11,11,5,4,3,4,3,
47923613P-1,1,2013-11-18,12:15:00,2,10,148,2,1,2,19,1,2,Sida,98,Embaràs,4,3,3,3,4,3,1,3,2,3,1,3,1,3,2,1,1,1,1,1,3,1,1,3,3,1,3,1,3,1,3,2,2,3,1,18,1,1,1,10,1,1,2,2,2,2,1,2,1,1,1,2,7,7,4,2,1,4,4,"""Ambigüetat "" en la pregunta 7 - Grup 12M"
47923613P-2,1,2013-11-18,12:30:00,2,10,148,2,1,3,20,5,6,"Sida, picors, reaccions cutanies",98,"problemes familiars, embaràs",4,2,4,4,4,2,1,3,1,3,1,3,1,3,2,1,1,1,1,2,3,2,1,3,2,1,3,1,3,1,1,2,2,3,3,15,1,2,NA,NA,1,1,2,1,1,2,1,1,2,1,1,1,12,4,2,2,1,3,4,"""Penso que està bé, què parleu de tot una mica"" s'ha mostrat cohibida en segons quins aspectes. la pregunta 7 és molt poc precisa."
47923613P-3,1,2013-11-18,13:00:00,2,10,148,1,1,2,22,1,2,"Sida, clamidia",fongs,Embaràs nd,3,3,3,4,4,2,2,3,2,2,1,2,1,2,2,1,1,1,1,1,3,1,1,2,2,1,3,1,2,1,3,2,3,3,1,18,1,2,NA,NA,1,1,2,1,2,2,1,2,2,1,1,2,7,7,3,2,1,2,3,Falten targetes per respondre
47923613P-4,1,2013-11-18,13:15:00,2,10,148,1,1,1,18,1,4,"Sida, hepatitis",Herpes,98,4,1,3,1,3,2,1,3,1,3,1,3,1,3,2,2,2,1,1,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3,1,17,1,2,NA,NA,1,1,2,2,2,1,1,2,1,1,1,2,7,6,2,1,1,4,4,
47923613P-5,1,2013-11-19,12:40:00,2,9,144,2,1,2,24,3,4,"Sida, sifilis, papiloma","gonorrea, clamidia",Embaràs nd,4,3,2,4,4,2,1,3,1,4,1,4,1,3,2,1,1,1,1,2,3,1,1,3,2,1,3,3,3,1,3,2,3,3,3,17,1,1,1,48,1,1,1,1,2,2,2,2,2,2,1,2,2,6,5,2,1,4,2,
47923613P-6,1,2013-11-19,12:13:00,2,9,144,2,1,1,18,3,5,"Sida, Hepatitis, gonorrea",herpes,Embaràs nd,3,2,3,3,3,2,1,2,1,3,1,3,1,3,2,1,1,2,1,1,4,1,1,3,3,1,3,3,3,1,3,3,3,3,3,16,1,1,1,12,1,1,2,2,2,2,1,2,2,2,1,1,7,10,3,1,1,4,4,
47923613P-7,1,2013-11-19,13:00:00,2,9,144,2,1,1,18,3,4,"Sida, sifilis",98,"Transtorns psicològics, Embaràs nd",4,3,3,1,3,2,1,3,1,3,1,1,1,4,4,3,3,3,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,3,3,NA,1,2,NA,NA,2,1,2,1,2,2,1,1,2,1,1,2,4,4,1,1,3,3,3,"Ha mostrat força interés al final de l'enquesta, pels motius i resultats."
47923613P-8,1,2013-11-19,13:10:00,2,9,144,1,1,1,18,3,5,"Sida,gonorrea, sifilis",Herpes,"Enorn familiar, entorn social i prejudicis",3,3,3,4,4,3,3,3,3,4,1,3,1,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,17,1,2,NA,NA,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,4,4,"Ha mostrat desconeixement vers algunes pràctiques sexuals, les quals ha preguntat a l'enquestador"
47923613P-9,1,2013-11-19,13:20:00,2,9,144,2,1,1,18,3,5,"Sida, sifilis, gonorrea","herpes, papiloma",Embaràs nd,4,3,4,4,3,3,1,4,3,3,1,3,1,2,2,1,2,1,1,1,3,1,1,3,2,1,4,3,3,1,3,2,3,2,3,14,1,1,1,6,1,1,2,2,2,2,1,2,2,2,1,2,7,7,5,3,1,4,4,
47923613P-10,1,2013-11-19,13:30:00,2,9,144,1,1,2,19,1,3,98,"papiloma, clamidia, herpes","prejudicis social, embaràs nd",4,4,4,3,3,3,1,3,1,3,1,3,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,3,3,1,2,2,3,2,3,15,1,1,2,6,1,1,1,1,2,1,1,2,2,1,1,1,7,3,4,3,1,4,4,
53292947S-1,1,2013-11-18,13:25:00,2,9,144,2,1,3,20,1,4,"VIH, papiloma (càncer d'úter), Sifilis i Gonorrea","Càndides, Fongs",98,4,2,3,3,3,2,1,3,2,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,3,1,3,1,4,1,NA,3,1,14,1,1,1,26,1,1,2,1,1,1,1,1,2,1,2,2,2,6,5,2,2,2,3,"Preguntes mal formulades, no s'enten bé. La pregunta 13, no s'enten bé si es pot escollir una opció o més d'una. L'entrevistada ha passat vergonya"
53292947S-2,2,2013-11-21,14:30:00,2,9,144,2,1,1,18,3,5,SIDA,98,98,3,3,4,4,4,3,2,3,2,3,2,4,1,2,2,1,1,1,1,2,4,2,1,4,2,2,2,3,3,3,3,2,4,2,1,15,1,1,1,5,1,1,1,2,2,1,1,1,2,1,1,1,2,6,5,2,1,4,4,
53292947S-3,1,2013-11-21,15:00:00,2,9,144,2,1,1,18,3,5,"VIH, gonorrea",Fongs,98,4,4,3,3,4,3,2,4,2,4,1,4,1,2,2,1,1,1,1,1,3,1,1,3,2,1,2,1,3,1,4,2,4,3,1,15,1,1,1,12,1,1,2,1,2,1,1,2,2,2,1,1,2,7,5,3,1,4,3,
53292947S-4,1,2013-11-22,13:10:00,2,10,148,2,1,2,19,1,3,"SIDA(VIH), Sifilis i papiloma",98,Fongs i granets,4,4,4,3,4,3,2,4,2,4,1,4,1,3,2,1,2,2,NA,NA,NA,NA,1,NA,NA,1,4,3,3,1,3,3,3,3,1,17,1,1,1,24,1,1,2,2,2,2,1,2,2,2,2,2,2,7,NA,1,3,4,2,"L'entrevistada no sembla gaire cómode amb les preguntes més personals, prefereix no contestar algunes preguntes."
53292947S-5,1,2013-11-22,13:30:00,2,10,148,1,1,2,20,3,5,VIH,Papiloma,98,3,3,3,3,3,2,1,3,2,3,1,3,1,2,2,1,2,2,2,2,3,2,1,3,3,1,3,3,3,1,4,3,4,3,1,16,1,2,NA,NA,1,1,2,2,2,2,1,2,2,2,1,1,2,7,3,NA,1,3,3,A la pregunta 8 aclareix que sempre es poden trencar els condons i no hi ha capc que no tingui risc
53292947S-6,1,2013-11-22,14:00:00,2,9,144,1,1,2,19,3,5,Sida- Gonorrea,"ladilles,fongs",embarassos,4,4,3,2,4,2,2,3,2,3,1,3,2,3,2,1,2,1,1,1,4,2,1,2,3,1,3,3,3,1,3,4,NA,3,1,15,1,1,2,12,1,1,2,2,2,2,1,NA,1,1,1,1,11,6,3,1,1,4,4,
53292947S-7,1,2013-11-22,14:35:00,2,9,144,1,1,1,19,3,5,"sida, gonorrea sifilis",herpes,98,4,3,3,3,4,3,3,3,3,4,1,3,1,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,18,1,2,NA,NA,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,4,3,
53292947S-8,1,2013-11-25,13:00:00,2,9,144,2,1,2,19,3,5,"sida, sifilis i gonorrea",herpes i papiloma,Embaraç,4,3,4,4,3,3,1,4,3,3,1,3,1,2,2,1,1,1,1,1,3,1,1,3,2,1,4,3,3,1,3,2,3,2,3,14,1,1,1,8,1,1,1,2,2,2,1,2,2,2,1,2,2,7,5,3,1,4,4,
53292947S-9,1,2013-11-25,13:30:00,2,9,144,1,1,2,19,3,5,Sida,sifilis i herpes,embaraç,4,4,4,4,4,3,1,4,1,4,1,4,3,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,3,1,3,2,4,2,1,16,1,1,2,24,2,1,1,2,1,2,2,2,2,1,1,1,2,2,5,2,1,4,3,
53292947S-10,1,2013-11-25,14:00:00,2,9,144,2,1,3,21,3,5,"Embaràs, sida",fongs i papiloma,"reaccions cutanies , problemes familiars",4,3,4,4,4,2,1,3,1,3,1,3,1,3,2,1,1,1,1,2,3,2,1,3,2,1,3,1,3,1,1,2,2,3,3,15,1,2,NA,NA,1,1,2,1,1,1,1,1,2,1,1,1,12,4,2,2,1,3,4,
43635461E-1,1,2013-11-18,12:10:00,2,9,144,1,1,2,18,3,5,"Sida, Sifilis",Fongs,Esgarapades i tranquil·litat mental,4,4,4,4,4,3,2,4,2,4,1,4,1,2,3,1,2,1,1,1,3,2,1,3,3,1,2,3,3,1,3,2,NA,3,1,17,1,2,NA,NA,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,3,1,3,4,
43635461E-2,1,2013-11-18,12:33:00,2,9,145,2,1,4,26,1,3,Sida,,Repercussions Psicològiques,4,2,2,4,4,2,1,3,2,3,1,3,1,2,3,1,2,1,1,3,1,1,1,4,2,1,4,2,3,1,4,3,NA,3,1,20,1,2,NA,NA,1,1,2,2,2,1,2,2,1,1,1,1,10,6,1,1,1,2,4,Entrevista hauria d'estar també en castellà
43635461E-3,1,2013-11-18,13:22:00,2,9,143,2,1,4,24,3,6,Sida,Fongs,Embaràs no desitjat,4,3,3,4,3,2,1,3,2,3,1,2,1,4,3,1,2,1,2,2,4,2,1,4,4,1,3,4,3,1,3,2,3,3,1,17,1,1,1,25,1,1,1,2,2,1,2,2,1,2,1,1,1,1,4,2,2,3,3,No s'entén la pregunta 7
43635461E-4,1,2013-11-19,13:15:00,2,9,144,2,1,1,18,3,4,"Sida, Gonorrea",Fongs,Embaràs no dessitjat,4,4,4,4,4,3,2,4,3,4,1,4,1,3,2,1,3,1,1,1,3,1,1,3,3,1,3,3,3,1,3,2,NA,3,1,17,1,1,1,12,1,1,1,1,2,2,1,2,2,1,1,1,2,4,5,4,1,3,3,Troba que l'enquesta està desordenada
43635461E-5,1,2013-11-20,13:02:00,2,9,144,1,1,3,20,5,6,"Sida, Sifilis","Ferides, Fongs",Esgarrapades i malestar psicològic,4,4,3,3,3,2,1,3,1,4,1,4,1,2,2,1,1,1,1,1,NA,1,1,3,2,1,2,3,3,1,3,2,3,3,1,14,1,1,2,9,1,1,2,1,1,2,2,2,2,2,1,1,1,6,6,4,2,4,4,
43635461E-6,1,2013-11-21,13:15:00,2,9,142,2,1,1,18,3,5,Vih,Fongs,"Si et forcen i no vols, embarassos no desitjats",4,3,4,4,3,2,3,3,3,3,1,2,2,3,3,1,2,1,2,3,3,3,1,3,3,1,3,NA,3,1,3,3,3,3,1,17,1,2,NA,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,7,3,1,1,3,4,
43635461E-7,1,2013-11-21,13:40:00,2,9,143,2,1,3,22,3,4,Sida,Gonorrea,,4,3,3,3,3,2,1,3,2,3,1,2,1,2,2,1,2,1,1,2,3,1,1,3,3,1,3,3,3,1,3,2,3,3,1,16,1,2,NA,NA,1,1,1,2,2,1,1,1,1,1,1,1,1,6,3,3,1,3,4,
43635461E-8,1,2013-11-21,14:02:00,2,9,144,1,1,2,20,1,3,Sida,,Embaràs no volgut,4,4,4,4,4,3,3,4,3,4,1,4,3,2,2,1,1,1,1,1,3,1,1,3,2,1,2,3,3,1,4,2,NA,2,1,18,1,2,NA,NA,1,1,2,2,2,1,2,2,1,2,1,2,11,6,3,2,1,4,3,"No s'ajusten les freqüències al meu cas, referint-se a la pregunta 14"
43635461E-9,1,2013-11-21,17:18:00,2,9,144,2,1,4,24,3,4,"Sida, Sífilis i Gonorrea",Fongs,Embaràs no desitjat,4,4,4,4,3,2,1,3,2,3,1,3,1,2,2,1,1,1,1,1,2,1,1,3,4,1,3,2,3,1,3,2,3,3,1,16,1,2,NA,NA,1,1,1,1,2,1,1,2,1,1,1,NA,2,6,3,3,1,3,3,Els varems de la pregunta 9 de parelles sexuals no estan bé. Nos'entén si la pregunta 14 es respon respecte ara mateix o en general
43635461E-10,1,2013-11-22,12:30:00,2,9,144,2,1,3,21,1,5,Sida,,Embaràs no desitjat,4,3,4,4,3,1,1,3,2,3,1,3,1,3,3,1,2,1,1,2,4,2,1,4,3,1,4,3,3,1,3,2,4,3,1,18,1,1,1,24,1,1,2,2,1,1,1,2,1,1,1,1,1,6,4,2,2,4,2,
47748055D-1,1,2013-11-18,10:45:00,2,10,148,1,1,3,20,3,4,"Sida, hepatitis",infeccions varies,Embaràs,4,4,4,4,4,4,3,4,2,4,2,4,2,2,2,1,2,1,2,2,4,1,1,3,2,2,2,2,NA,1,3,3,3,3,NA,18,1,2,NA,NA,1,1,1,2,2,1,1,1,2,2,1,1,2,6,3,2,1,4,4,"7. es pensen que s'ha d'associar malaltia amb tipus de conducta. no difereneciacio entre embaràs i ets en el risc. Espais públiscs tancats, cotxe?"
47748055D-2,1,2013-11-18,11:30:00,2,10,148,2,1,4,23,3,4,Sida,Sifilis,Embaràs,4,3,3,2,3,2,1,3,1,3,1,4,2,2,2,1,1,1,1,1,3,1,1,2,2,1,2,1,3,1,3,2,3,2,NA,17,1,1,1,30,1,1,NA,2,2,1,1,2,1,1,1,2,7,6,5,2,1,3,3,
47748055D-3,1,2013-11-18,13:15:00,2,9,144,2,1,4,21,6,NA,Sida,Gonorrea,Embaràs,4,4,4,4,4,4,2,4,1,2,4,4,2,2,2,1,1,1,1,1,2,1,1,2,2,1,3,3,3,2,NA,2,4,2,2,18,1,2,NA,NA,1,1,NA,2,2,1,1,NA,2,1,1,1,1,1,5,2,1,3,3,Heterosexual perque no ha tingut mai una pràctica bisexual però està oberta.  Pregunta 17 la veu incompleta i elstableix jerarquia de que la univer
47748055D-4,1,2013-11-18,13:50:00,2,9,142,1,1,2,21,4,3,"Sida, Heptatitis","Sifilis, papiloma, gonorrea",Embarassos i problemes mentals,4,4,4,4,4,2,1,4,1,4,1,4,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,3,1,3,1,3,2,NA,15,3,2,NA,NA,1,1,2,1,2,1,1,2,2,1,1,1,2,6,3,3,1,4,4,
47748055D-5,1,2013-11-18,14:35:00,2,10,148,1,1,1,18,3,4,"Sida, sífilis i gonorrea",Fongs i papiloma,Embaràs,4,3,3,2,3,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,3,1,3,2,4,2,3,2,NA,16,1,1,2,10,2,1,NA,1,1,1,1,2,1,1,1,1,2,9,5,2,1,3,3,
47748055D-6,1,2013-11-19,12:45:00,2,10,148,1,1,3,21,3,5,Sida,"Herpes, infeccions",99,4,3,3,3,2,1,1,2,1,3,1,3,1,2,3,1,3,1,2,3,4,3,1,3,3,1,3,3,3,1,3,3,3,3,1,17,1,1,2,3,2,1,2,2,2,1,1,2,2,1,1,2,7,6,3,2,2,3,2,
47748055D-7,1,2013-11-19,13:00:00,2,10,148,1,1,3,22,3,4,VIH,98,99,4,4,4,4,4,2,2,4,2,4,2,4,3,2,2,1,2,1,1,1,3,1,1,2,3,1,3,3,3,1,4,1,4,2,1,19,1,2,NA,NA,1,1,1,2,2,1,1,1,1,1,1,1,2,7,3,3,1,2,4,
47748055D-8,1,2013-11-19,13:25:00,2,9,144,2,1,2,19,3,5,Sida,Gonorrea,Panses i irritació,4,4,3,3,4,2,1,3,1,4,1,4,1,2,2,1,1,1,1,1,4,1,1,4,3,2,2,3,3,1,3,1,NA,2,1,16,1,2,NA,NA,1,1,2,1,1,1,1,1,2,1,1,2,6,6,3,2,1,3,2,
47748055D-9,1,2013-11-21,12:45:00,2,9,144,2,1,4,24,1,4,"VIH, Gonorrea, Herpes, Sifilis",99,Embaràs,4,4,4,4,4,1,1,4,1,4,1,4,1,3,3,1,1,1,1,1,3,2,1,2,3,1,2,1,3,1,4,2,4,3,NA,18,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,7,6,4,2,1,4,4,
47748055D-10,2,2013-11-22,11:30:00,2,9,144,2,1,1,17,1,5,"Sida, Hepatitis","Gonorrea, herpes, sifilis",embaràs,4,4,4,4,4,3,2,4,3,4,3,4,3,3,3,2,3,1,1,3,3,3,1,3,3,1,3,3,3,1,3,3,3,3,NA,16,1,1,1,5,1,1,2,2,2,1,1,2,2,2,1,2,1,1,3,1,1,3,4,
Gerard1,1,2013-11-19,10:42:00,2,11,154,1,1,2,19,1,5,"vih, sida",98,Embaràs no desitjat,4,4,4,4,4,3,3,4,4,3,2,3,2,2,2,1,2,1,1,1,4,1,1,2,3,1,2,NA,NA,1,3,2,4,2,1,NA,1,1,2,16,1,1,2,1,2,1,1,2,2,1,1,1,2,6,4,3,1,2,3,GRUP 13M
Gerard2,2,2013-11-19,13:20:00,2,10,148,2,1,2,17,5,6,"sida, vih",98,embaràs,3,4,4,4,4,2,2,4,2,3,1,4,1,2,2,1,1,1,1,1,4,2,1,4,3,1,3,1,3,1,NA,3,NA,2,1,16,1,1,1,21,1,1,1,1,2,1,1,2,2,1,1,1,3,6,3,2,1,2,3,
Gerard3,2,2013-11-19,13:35:00,2,10,148,2,1,2,18,1,5,sida,fongs,Embaràs,4,4,4,4,4,3,2,4,4,3,1,4,2,2,2,1,2,1,1,1,4,1,1,4,3,1,2,3,3,1,NA,2,NA,2,1,15,1,1,1,16,1,1,2,1,1,1,1,2,2,1,1,1,2,7,4,2,1,2,4,
Gerard4,2,2013-11-19,13:50:00,2,10,148,2,1,3,20,5,6,"Sida, gonorrea, sifilis, herpes genital, vih, càncers",ladillas,"remordiments de consciència, malestar personal (associat al risc), repercusión socials (status, reputació)",4,4,4,3,4,2,1,3,1,2,1,2,1,2,3,1,1,1,1,1,4,1,1,3,3,2,3,3,3,1,4,2,NA,3,1,16,1,2,NA,NA,1,1,2,1,1,2,1,2,2,1,1,1,2,6,3,2,1,3,3,
Gerard5,2,2013-11-19,14:05:00,2,10,147,2,1,2,19,5,6,sida,99,99,4,3,4,3,4,4,4,3,2,3,1,4,2,3,2,1,2,1,2,2,3,2,1,3,3,1,3,1,3,1,NA,2,NA,3,1,18,1,1,1,14,1,1,2,1,1,1,1,2,2,1,1,1,2,6,4,1,1,3,4,
Gerard6,1,2013-11-21,12:10:00,2,10,148,2,1,4,23,1,6,"sida, vih, papiloma humà",herpes genital,"ansietat, embaràs",4,3,3,2,3,3,1,4,3,3,1,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,3,2,3,2,2,16,1,1,1,26,1,1,1,1,1,1,1,2,2,1,1,2,1,6,4,2,1,4,3,
Gerard7,1,2013-11-21,12:27:00,2,10,148,2,1,1,19,5,NA,SIDA,99,embaràs,4,4,4,4,4,3,3,4,4,4,3,4,3,2,1,1,1,1,1,1,3,1,1,2,3,2,1,3,3,1,NA,1,NA,2,1,15,1,2,NA,NA,1,1,1,1,2,1,2,2,2,1,1,1,5,4,2,3,2,2,1,
Gerard8,1,2013-11-21,12:37:00,2,10,147,2,1,2,19,5,3,Vih,98,embaràs,4,3,4,3,4,3,1,4,2,3,1,2,1,4,3,1,2,1,1,2,4,1,2,4,3,2,3,3,3,1,3,3,3,3,1,17,1,2,NA,NA,1,1,2,2,1,2,1,2,2,1,1,1,2,5,3,1,1,1,2,"Contestat de forma autònoma alhora que jo completava el qüestionari de la seva amiga, ben explicat pero un error de comprensió ha fet repetir la pr"
Gerard9,1,2013-11-21,12:40:00,2,10,148,2,2,3,21,3,7,"Vih, sida",98,98,4,3,3,3,4,2,2,4,2,3,2,4,3,3,2,1,2,2,2,2,4,2,1,4,4,2,3,3,3,1,NA,2,NA,3,1,17,1,2,NA,NA,2,1,2,2,2,2,1,2,2,1,1,1,2,6,3,2,2,2,2,
Gerard10,2,2013-11-22,14:30:00,2,11,154,1,2,4,21,3,5,"Sida, sifilis, vih",ladilles entre altres,98,4,4,4,4,4,4,3,4,3,4,3,4,3,2,1,1,1,1,1,1,3,1,1,3,2,2,2,NA,NA,1,NA,2,NA,2,1,15,3,2,NA,NA,1,1,1,2,1,1,2,2,2,1,1,1,2,1,5,3,1,2,3,
Carlota1,2,2013-11-14,13:30:00,2,11,154,2,1,1,18,3,4,98,99,98,3,3,3,3,3,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,4,3,3,1,3,3,3,3,1,18,1,1,1,12,1,1,2,2,2,1,1,2,2,2,1,1,2,6,4,1,1,3,3,"No ha sabut contestar cap enfermetat greu, lleu o altres a la pregunta 7 del qüestionari."
Carlota2,2,2013-11-14,13:30:00,2,11,151,2,1,3,20,5,6,SIDA,ladillas,99,4,3,4,3,3,3,2,3,2,3,1,3,2,4,3,1,2,1,1,2,3,2,1,3,3,1,3,1,3,2,3,2,NA,3,2,19,1,1,1,20,1,1,1,NA,NA,2,1,2,2,NA,1,2,2,7,4,2,1,3,2,
