PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;TIP_TEL;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;US_TELEFON_FIX;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;CIRCUIT_992_1;P1;P2;P3;P4;P5;P5_LITERALS;P6;P7;P8;P9;P10;P11;P12_1;P12_2;P13_A;P13_B;P13_C;P13_D;P13_E;P14;P15;P15_LITERALS;P16_1;P16_2;P16_3;P16_4;P16_LITERALS;P17;P17_LITERALS;P18_A;P18_B;P18_B_LITERALS;P19A_A_FERNANDEZ;P19B_A_FERNANDEZ;P19A_L_BORRAS;P19B_L_BORRAS;P19A_P_ARAGONES;P19B_P_ARAGONES;P19A_S_ILLA;P19B_S_ILLA;P19A_J_ALBIACH;P19B_J_ALBIACH;P19A_C_CARRIZOSA;P19B_C_CARRIZOSA;P19A_D_SABATER;P19B_D_SABATER;P19A_I_GARRIGA;P19B_I_GARRIGA;P19A_A_CHACON;P19B_A_CHACON;P20;P21;P22;P23;P23_LITERALS;P24;P25;P26;P27;P28;P29;P29_LITERALS;P30;P31;P32;P33;P33_LITERALS;P34;P34_LITERALS;P35;P36;P37;P38;P39;P40_1;P40_2;P40_3;P40_4;P40_LITERALS;HORA_ÚLTIMA_PREGUNTA;E1;E2;E3;E4;E5;E6;SUPERVISADA;P5R;P15R;P16_1R;P16_2R;P16_3R;P16_4R;P17R;P18R;P18_CENS;P18R_CENS;P16R
1;967;2021;1; ; ; ;663;Trucada a telèfon fix;430;Dona;32;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT CUGAT DEL VALLÈS;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;21;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Molt dolenta;Poc;7;ERC;-;Centre-esquerra;7;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat no aniré a votar;El propi partit; ;8;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;El mateix dia de les eleccions;No ho sap;-;No ho sap; ; ; ;-;C’s;-;No vaig votar perquè no podia (edat, malaltia...); ;-;No; ;Sí;No ho sap;No; ;No; ;No; ;No; ;Sí;No ho sap;No; ;No; ; ;Catalunya;Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Amb parella estable;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-alta; ;4;No ho sap;No; ; ; ; ;-; ;No;Quasi mai;Poc;Molt;Molt;Molt; ;ERC;NS/NC;NS/NC; ; ; ;C's; ;No poder votar;No va votar;NS/NC
1;968;2021;1; ; ; ;938;Trucada a telèfon fix;144;Dona;47;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Maresme;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;28;De 25 a 34 anys;De 25 a 29 anys;Sí, en fa ús;Catalunya; ;1;Bona;Molt dolenta;Poc;Molt dolenta;Junts per Catalunya;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;Junts per Catalunya;-;Estic segur/a que vaig votar;Junts per Catalunya;-;No; ;Sí;Excel·lent;Sí;Molt deficient;Sí;Molt deficient;Sí;2;Sí;Molt deficient;Sí;4;No; ;Sí;2; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Només català/ana;Català (Valencià/Balear);-;Castellà;-;Classe mitjana; ;3;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Molt;Molt; ;Junts per Catalunya;Junts per Catalunya; ; ; ; ;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya; 
1;969;2021;1; ; ; ;949;Trucada a telèfon fix;828;Dona;27;Universitari grau mig;Espanya; ;TARRAGONA;De 50.001 a 150.000;REUS;Baix Camp;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;24;24 anys o menys;De 20 a 24 anys;Sí, en fa ús;Catalunya; ;2;Bona;Dolenta;Bastant;No ho sap;No contesta;-;Centre-dreta;3;No contesta;No contesta;No ho sap;5;Les propostes electorals; ;5;Ho té molt en compte;8;Ho té molt en compte;9;Abans que comenci la campanya;No ho sap;-;No contesta; ; ; ;-;No ho recorda;erc/psc;Estic segur/a que vaig votar;No contesta;-;Sí;4;Sí;4;Sí;7;Sí;8;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Solter/a;0;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe mitjana baixa;2;No contesta;No; ; ; ; ;-; ;No;Alguna vegada;Molt;Bastant;Bastant;Bastant;Sí;NS/NC;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No contesta;NS/NC;NS/NC
1;970;2021;1; ; ; ;917;Trucada a telèfon mòbil;659;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;47;De 35 a 49 anys;De 45 a 49 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Molt;4;Junts per Catalunya;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El líder/cap de llista; ;Ho té molt en compte;8;5;7;7;Abans que comenci la campanya;Junts per Catalunya;-; ; ; ; ;-;PSC;-;Estic segur/a que vaig votar;Altres partits;Partit de Albano Dante Fachin;Sí;1;Sí;8;Sí;5;Sí;5;Sí;3;Sí;2;No; ;Sí;Molt deficient;No; ; ;Altres comunitats autònomes;Catalunya;Catolicisme;-;No, mai;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Casat/ada;2;Només català/ana;Castellà;-;Castellà;-; ;Classe treballadora alta;4;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Quasi mai;Gens;Molt;Molt;Molt;Sí;Junts per Catalunya;Junts per Catalunya; ; ; ; ;PSC;Altres, blanc;Altres partits;Altres, blanc; 
1;971;2021;1; ; ; ;1099;Trucada a telèfon fix;491;Dona;55;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;Menor o igual a 2.000; ;Ribera d'Ebre;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;60;De 50 a 64 anys;De 60 a 64 anys;Sí, en fa ús;Resta del món; ;1;Bona;Bona;Poc;8;PSC;-;Centre;8;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;Sí;Amb tota seguretat aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;9;9;Ho té molt en compte;8;9;El mateix dia de les eleccions;No contesta;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;No; ;Sí;7;No; ;No; ;No; ;No; ;No; ;No; ;No; ;2003;Resta del món;Resta del món;Cristianisme ortodox;-;Sí, algun cop a l’any;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Altres llengües o altres combinacions;romana rusa ucraniana;Altres llengües o altres combinacions;moldava;Classe mitjana-baixa; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Alguna vegada;Bastant;Bastant;Poc;Poc; ;PSC;NS/NC; ; ; ; ;NS/NC;NS/NC;No contesta;NS/NC; 
1;972;2021;1; ; ; ;742;Trucada a telèfon mòbil;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 50.001 a 150.000;SANT BOI DE LLOBREGAT;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;23;24 anys o menys;De 20 a 24 anys;No;Catalunya; ;1;Dolenta;Molt dolenta;Bastant;6;Catalunya en Comú Podem;-;Esquerra;5;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;5;Ho té molt en compte;Ho té molt en compte;5;Ho té molt en compte;El mateix dia de les eleccions;No ho sap;-;No ho sap; ; ; ;-;Catalunya en Comú Podem;-;Estic segur/a que vaig votar;Catalunya en Comú Podem;-;No; ;No; ;No; ;No; ;No; ;No; ;Sí;5;No; ;No; ; ;Altres comunitats autònomes;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana; ;3;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Alguna vegada;Poc;Bastant;Bastant;Bastant; ;Catalunya en Comú Podem;NS/NC;NS/NC; ; ; ;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem;NS/NC
1;973;2021;1; ; ; ;630;Trucada a telèfon mòbil;237;Dona;40;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;GIRONA;Menor o igual a 2.000; ;Alt Empordà;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;46;De 35 a 49 anys;De 45 a 49 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;5;Cap;-;Esquerra;Màxim catalanisme;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;La ideologia;Les propostes electorals;Ho té molt en compte;Ho té molt en compte;5;7;7;Abans que comenci la campanya;No ho sap;-;ERC;CUP;Junts per Catalunya; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;No ho sap;Sí;7;Sí;5;Sí;3;Sí;2;Sí;Molt deficient;Sí;7;No; ;Sí;4; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;2;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;4;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Cap;NS/NC;ERC;CUP;Junts per Catalunya; ;ERC;ERC;ERC;ERC;Junts per Catalunya / ERC / CUP
1;974;2021;1; ; ; ;756;Trucada a telèfon fix;850;Dona;50;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;MANRESA;Bages;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;40;De 35 a 49 anys;De 40 a 44 anys;Sí, en fa ús;Catalunya; ;2;Dolenta;Molt dolenta;Molt;1;Catalunya en Comú Podem;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;No;9;El propi partit;La ideologia;Ho té molt en compte;9;9;6;8;Abans que comenci la campanya;Catalunya en Comú Podem;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;Catalunya en Comú Podem;-;No; ;Sí;1;Sí;6;Sí;7;Sí;5;Sí;1;No; ;No; ;Sí;6; ;Catalunya;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Treball domèstic no remunerat; ; ;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;1;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Castellà;-; ;Classe mitjana;3;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;Catalunya en Comú Podem;Catalunya en Comú Podem; ; ; ; ;ERC;Catalunya en Comú Podem;Catalunya en Comú Podem;Catalunya en Comú Podem; 
1;975;2021;1; ; ; ;688;Trucada a telèfon mòbil;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;38;De 35 a 49 anys;De 35 a 39 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Dolenta;Dolenta;Bastant;6;No contesta;-;No contesta;5;Un nivell suficient d’autonomia;Un Estat dins una Espanya federal;No;Amb tota seguretat aniré a votar;El propi partit; ;6;No ho té gens en compte;No ho té gens en compte;7;2;Abans que comenci la campanya;No contesta;-; ; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;Podemos;unidos podemos;No; ;Sí;5;Sí;5;Sí;5;No; ;Sí;5;Sí;5;Sí;5;No; ;2014;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe mitjana-baixa; ;1;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;NS/NC;NS/NC; ; ; ; ;NS/NC;Catalunya en Comú Podem;Podemos;Catalunya en Comú Podem; 
1;976;2021;1; ; ; ;632;Trucada a telèfon fix;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;HOSPITALET DE LLOBREGAT, L';Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;49;De 35 a 49 anys;De 45 a 49 anys;Sí, en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;Cap;-;Centre-esquerra;Mínim catalanisme;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat no aniré a votar;L’actuació en el Govern/L’actuació a l’oposició; ;Ho té molt en compte;9;2;2;9;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;PSC;-;No; ;Sí;Molt deficient;Sí;Molt deficient;Sí;7;No; ;Sí;6;No; ;No; ;Sí;5; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Cursos d’especialització professional, Postgrau, Màster (MIR, FIR...);-;Vidu/a;2;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe mitjana baixa;3;Entre 3.001€ i 4.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Bastant;Bastant; ;Cap;No votaria; ; ; ; ;ERC;PSC;PSC;PSC; 
1;977;2021;1; ; ; ;820;Trucada a telèfon mòbil;645;Home;53;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;33;De 25 a 34 anys;De 30 a 34 anys;Sí, però no en fa ús;Catalunya; ;2;Molt dolenta;Molt dolenta;Bastant;1;Cap;-;No contesta;7;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;7;Les propostes electorals; ;No ho té gens en compte;Ho té molt en compte;Ho té molt en compte;9;4;Durant la campanya electoral;No ho sap;-;C’s;Altres partits; ; ;-;PSC;-;Estic segur/a que vaig votar;En Comú Podem;en comu podem;No; ;Sí;1;Sí;2;Sí;5;No; ;Sí;7;Sí;1;No; ;Sí;1; ;Catalunya;Catalunya;Altres;cristiano;No, mai;Treballa; ;Assalariat/ada eventual o interí/ina;Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià/balear) i castellà;-;Castellà;-; ;Classe treballadora mitjana;4;Entre 2.001€ i 3.000€;Sí;Altres; ; ; ;enfermedad de kronh; ;No;Quasi mai;Poc;Bastant;Bastant;Bastant;Sí;Cap;NS/NC;C's;Altres, blanc; ; ;PSC;Catalunya en Comú Podem;En Comú Podem;Catalunya en Comú Podem;C's / Altres
1;978;2021;1; ; ; ;633;Trucada a telèfon mòbil;695;Dona;54;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Tarragonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;38;De 35 a 49 anys;De 35 a 39 anys;No;Catalunya; ;1;Molt dolenta;Molt dolenta;Bastant;Molt dolenta;C’s;-;Centre;Mínim catalanisme;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;El líder/cap de llista; ;No ho té gens en compte;9;6;9;No ho té gens en compte;El dia abans de les eleccions;C’s;-; ; ; ; ;-;No contesta;-;Estic segur/a que vaig votar;C’s;-;Sí;5;Sí;5;Sí;5;Sí;5;No; ;No; ;No; ;No; ;No; ; ;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;Treballa; ;Empresari/ària o professional amb assalariats/ades;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Solter/a;0;Tan espanyol/a com català/ana;Castellà;-;Totes dues igual: català (valencià/balear) i castellà;-;Classe mitjana-baixa; ;2;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt; ;C's;C's; ; ; ; ;NS/NC;C's;C’s;C's; 
1;979;2021;1; ; ; ;571;Trucada a telèfon mòbil;629;Dona;58;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;SANTA COLOMA DE GRAMENET;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;74;65 anys o més;De 70 a 74 anys;Sí, en fa ús;Altres comunitats autònomes; ;2;Molt dolenta;Molt dolenta;Gens;Molt dolenta;Cap;-;No contesta;Mínim catalanisme;No ho sap;Una regió d’Espanya;No;Amb tota seguretat no aniré a votar;Cap d’aquests; ;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;No ho té gens en compte;Abans que comenci la campanya;No votarà;-; ; ; ; ;-;No ho recorda;-;No vaig votar; ;-;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;No; ;1971;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;Sí, un cop per setmana o més;No treballa;Treball domèstic no remunerat; ; ;ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d’Escolaritat o d’Estudis Primaris;-;Casat/ada;2;Només espanyol/a;Castellà;-;Castellà;-; ;No ho sap;2;No contesta;No; ; ; ; ;-; ;No;Mai;Bastant;Poc;Poc;Poc; ;Cap;No votaria; ; ; ; ;NS/NC; ;No va votar;No va votar; 
1;980;2021;1; ; ; ;973;Trucada a telèfon fix;73;Dona;35;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;TERRASSA;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;66;65 anys o més;De 65 a 69 anys;Sí, en fa ús;Altres comunitats autònomes; ;1;Dolenta;Dolenta;Poc;5;Cap;-;Esquerra;Mínim catalanisme;Un nivell suficient d’autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;Les propostes electorals; ;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Ho té molt en compte;Abans que comenci la campanya;No ho sap;-;No ho sap; ; ; ;-;No ho recorda;-;Estic segur/a que vaig votar;No contesta;-;Sí;5;Sí;Molt deficient;Sí;7;Sí;8;Sí;5;Sí;6;Sí;5;Sí;5;Sí;5;1962;Altres comunitats autònomes;Altres comunitats autònomes;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Va anar a l’escola 5 o més anys però sense completar ESO, EGB o Batxillerat elemental;-;Solter/a;1;Tan espanyol/a com català/ana;Castellà;-;Castellà;-;Classe baixa; ;1;Inferiors a 1.000€;Sí;Càncer; ; ; ;cancer; ;No;Mai;Poc;Molt;Molt;Molt; ;Cap;NS/NC;NS/NC; ; ; ;NS/NC;NS/NC;No contesta;NS/NC;NS/NC
1;981;2021;1; ; ; ;676;Trucada a telèfon mòbil;690;Dona;44;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;BARCELONA;De 50.001 a 150.000;CERDANYOLA DEL VALLÈS;Vallès Occidental;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;49;De 35 a 49 anys;De 45 a 49 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Molt;1;ERC;-;Esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;Amb tota seguretat aniré a votar;El propi partit;El líder/cap de llista;8;8;4;6;8;Abans que comenci la campanya;ERC;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;ERC;-;Sí;4;Sí;4;Sí;5;Sí;4;Sí;6;Sí;1;Sí;6;Sí;Molt deficient;Sí;4; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Doctorat;-;Amb parella estable;1;Només català/ana;Català (Valencià/Balear);-;Català (Valencià/Balear);-; ;Classe mitjana;3;Més de 5.000€;No; ; ; ; ;-; ;No;Mai;Poc;Bastant;Bastant;Bastant; ;ERC;ERC; ; ; ; ;ERC;ERC;ERC;ERC; 
1;982;2021;1; ; ; ;864;Trucada a telèfon fix;848;Dona;36;Batxillerat, BUP, FP2, COU, Mòdul professional 2 i 3;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Baix Ebre;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;46;De 35 a 49 anys;De 45 a 49 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Bastant;3;Cap;-;Centre;8;Un nivell insuficient d’autonomia;Un Estat dins una Espanya federal;Sí;8;L’actuació en el Govern/L’actuació a l’oposició;Les propostes electorals;8;8;8;8;8;Durant la campanya electoral;No ho sap;-;ERC;Junts per Catalunya; ; ;-;ERC;-;Estic segur/a que vaig votar;Junts per Catalunya;-;Sí;2;Sí;5;Sí;5;Sí;6;Sí;4;Sí;Molt deficient;Sí;No ho sap;No; ;Sí;6; ;Catalunya;Catalunya;Catolicisme;-;No, mai;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Casat/ada;2;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana-alta; ;4;Entre 4.001€ i 5.000€;No; ; ; ; ;-; ;No;Alguna vegada;Bastant;Poc;Bastant;Poc; ;Cap;NS/NC;ERC;Junts per Catalunya; ; ;ERC;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya / ERC
1;983;2021;1; ; ; ;694;Trucada a telèfon fix;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;TARRAGONA;De 10.001 a 50.000; ;Montsià;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Home;40;De 35 a 49 anys;De 40 a 44 anys;Sí, en fa ús;Catalunya; ;1;Dolenta;Dolenta;Molt;5;CUP;-;Extrema esquerra;8;Un nivell insuficient d’autonomia;Un Estat independent;Sí;7;La ideologia; ;7;7;8;7;5;El mateix dia de les eleccions;CUP;-; ; ; ; ;-;ERC;-;Estic segur/a que vaig votar;CUP;-;Sí;Molt deficient;Sí;6;Sí;4;Sí;2;Sí;Molt deficient;Sí;Molt deficient;Sí;7;Sí;Molt deficient;No; ; ;Catalunya;Catalunya;Cap: Ateisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració Pública + empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o més);-;Amb parella estable;0;Més català/ana que espanyol/a;Català (Valencià/Balear);-;Català (Valencià/Balear);-;Classe mitjana; ;2;Entre 1.001€ i 2.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Bastant; ;CUP;CUP; ; ; ; ;ERC;CUP;CUP;CUP; 
1;984;2021;1; ; ; ;825;Trucada a telèfon mòbil;98;Dona;42;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;48;De 35 a 49 anys;De 45 a 49 anys;Sí, però no en fa ús;Catalunya; ;2;Dolenta;Dolenta;Poc;Molt dolenta;Cap;-;No ho sap;3;Massa autonomia;Una comunitat autònoma d’Espanya;No;Amb tota seguretat aniré a votar;La ideologia;L’actuació en el Govern/L’actuació a l’oposició;7;7;5;7;5;Abans que comenci la campanya;No ho sap;-;ERC;PSC; ; ;-;ERC;-;Estic segur/a que vaig votar;PACMA;PARTIDO ANIMALISTA;No; ;Sí;Molt deficient;Sí;5;Sí;8;No; ;Sí;8;Sí;Molt deficient;No; ;Sí;Molt deficient; ;Altres comunitats autònomes;Altres comunitats autònomes;Cap: Ateisme;-; ;Treballa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Casat/ada;0;Tan espanyol/a com català/ana;Castellà;-;Castellà;-; ;Classe treballadora mitjana;2;Entre 2.001€ i 3.000€;No; ; ; ; ;-; ;No;Mai;Gens;Molt;Molt;Molt;Sí;Cap;NS/NC;ERC;PSC; ; ;ERC;Altres, blanc;PACMA;Altres, blanc;ERC / PSC
